timestamp,machine_id,serial_no,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure
2025-01-04 00:00:00,M0003,SN-000073,L,297.161095,305.73455,2053.498937,30.626383,145.080988,0
2025-01-04 01:00:00,M0003,SN-000074,L,299.994321,309.27231,1822.050829,49.326308,159.600165,0
2025-01-04 02:00:00,M0003,SN-000075,L,299.284851,309.213608,1200.0,24.409983,166.180645,0
2025-01-04 03:00:00,M0003,SN-000076,L,300.380971,,1200.0,40.583883,167.079593,0
2025-01-04 04:00:00,M0003,SN-000077,L,298.145495,308.741272,1795.688247,25.006264,199.908255,0
2025-01-04 05:00:00,M0003,SN-000078,L,299.317079,306.604172,1722.661439,80.501758,206.9162,0
2025-01-04 06:00:00,M0003,SN-000079,L,300.251181,309.260689,1763.80296,49.092454,210.191879,0
2025-01-04 07:00:00,M0003,SN-000080,L,298.381307,311.277818,1790.20614,34.549272,225.755196,0
2025-01-04 08:00:00,M0004,SN-000081,M,299.91355,309.24817,1878.945944,69.840464,0.0,1
2025-01-04 09:00:00,M0004,SN-000082,M,297.676148,308.82597,2131.677363,5.0,3.796719,0
2025-01-04 10:00:00,M0004,SN-000083,M,298.273892,307.411173,1411.113285,5.0,19.697509,0
2025-01-04 11:00:00,M0004,SN-000084,M,298.236524,308.10769,1389.809942,59.895966,45.827366,0
2025-01-04 12:00:00,M0004,SN-000085,M,296.608321,305.523146,1417.33665,41.511711,42.883973,0
2025-01-04 13:00:00,M0004,SN-000086,M,299.973945,308.718334,1901.120834,46.261158,65.121709,0
2025-01-04 14:00:00,M0004,SN-000087,M,298.061195,305.891972,2235.731583,6.840097,67.69347,0
2025-01-04 15:00:00,M0004,SN-000088,M,299.024988,308.67044,1649.031197,39.419157,85.98358,0
2025-01-04 16:00:00,M0004,SN-000089,M,299.961493,307.684188,1200.0,85.0,94.868836,0
2025-01-04 17:00:00,M0004,SN-000090,M,299.893062,309.89144,1203.602498,60.60499,114.984453,1
2025-01-04 18:00:00,M0004,SN-000091,M,300.33077,310.958701,1508.437147,44.242664,115.721509,0
2025-01-04 19:00:00,M0004,SN-000092,M,298.803029,308.352826,1604.794889,29.023652,119.419774,0
2025-01-04 20:00:00,M0004,SN-000093,M,298.153403,306.72403,1657.06398,30.135679,132.944408,0
2025-01-04 21:00:00,M0004,SN-000094,M,298.840564,308.521512,1813.503393,5.0,151.74498,0
2025-01-04 22:00:00,M0004,SN-000095,M,295.625331,304.162322,1690.888784,46.441011,158.00752,0
2025-01-04 23:00:00,M0004,SN-000096,M,296.105775,306.509096,2167.268864,61.137078,183.281696,1
2025-01-05 00:00:00,M0004,SN-000097,M,296.354601,302.607492,1563.393943,5.0,188.273855,0
2025-01-05 01:00:00,M0004,SN-000098,M,297.005506,305.502095,1498.188714,23.464578,222.996852,0
2025-01-05 02:00:00,M0004,SN-000099,M,299.799548,305.81333,1967.606438,11.063384,202.098283,0
2025-01-05 03:00:00,M0004,SN-000100,M,297.189042,303.946451,1262.525276,15.86622,229.629065,0
2025-01-05 04:00:00,M0005,SN-000101,H,298.243675,309.289468,1936.392097,41.337041,0.0,0
2025-01-05 05:00:00,M0005,SN-000102,H,301.598457,311.941234,1835.893614,5.0,8.052789,0
2025-01-05 06:00:00,M0005,SN-000103,H,298.287472,306.208252,1748.395129,55.356761,25.131356,0
2025-01-05 07:00:00,M0005,SN-000104,H,300.475031,307.221276,2355.896638,58.846377,17.397029,1
2025-01-05 08:00:00,M0005,SN-000105,H,297.132765,301.685971,1582.227394,33.722435,49.894609,0
2025-01-05 09:00:00,M0005,SN-000106,H,298.589125,306.773882,2521.10436,5.0,75.22326,0
2025-01-05 10:00:00,M0005,SN-000107,H,297.099956,309.730578,1721.098993,15.089534,68.372494,0
2025-01-05 11:00:00,M0005,SN-000108,H,298.321934,307.97426,1353.044244,70.822548,86.078463,0
2025-01-05 12:00:00,M0005,SN-000109,H,300.680616,308.841258,1824.471853,5.0,104.199374,0
2025-01-05 13:00:00,M0005,SN-000110,H,295.545359,305.242979,1423.31418,31.311915,106.688372,0
2025-01-05 14:00:00,M0005,SN-000111,H,299.868847,306.52741,1536.885453,10.499981,115.352318,0
2025-01-05 15:00:00,M0005,SN-000112,H,299.475471,308.029486,1938.961655,60.114258,113.794109,1
2025-01-05 16:00:00,M0005,SN-000113,H,297.8117,306.960916,1994.453731,23.122151,149.127926,0
2025-01-05 17:00:00,M0005,SN-000114,H,296.107884,304.978733,1582.241305,50.098851,155.094653,0
2025-01-05 18:00:00,M0005,SN-000115,H,299.144259,309.330468,2145.591801,54.13651,,1
2025-01-05 19:00:00,M0005,SN-000116,H,297.941015,307.457982,2205.127715,85.0,181.012774,1
2025-01-05 20:00:00,M0005,SN-000117,H,299.465352,309.467841,2302.705615,34.926451,187.330557,1
2025-01-05 21:00:00,M0005,SN-000118,H,299.043704,307.011146,1985.294692,49.401109,199.772591,0
2025-01-05 22:00:00,M0005,SN-000119,H,302.203558,312.550281,2277.200049,5.0,220.850329,1
2025-01-05 23:00:00,M0005,SN-000120,H,298.521289,309.964694,1200.0,69.760339,217.292941,1
2025-01-06 00:00:00,M0006,SN-000121,L,296.953005,304.497781,1688.732708,20.987279,8.378522,0
2025-01-06 01:00:00,M0006,SN-000122,L,299.358551,307.027008,1496.54816,25.981146,0.818511,0
2025-01-06 02:00:00,M0006,SN-000123,L,299.439993,310.44367,1841.729051,39.443805,18.698389,0
2025-01-06 03:00:00,M0006,SN-000124,L,301.718375,310.431359,1599.992773,5.0,51.38357,0
2025-01-06 04:00:00,M0006,SN-000125,L,300.670222,311.775955,1741.844755,45.719251,57.018838,0
2025-01-06 05:00:00,M0006,SN-000126,L,299.713742,308.049939,2458.761208,64.186657,60.780832,1
2025-01-06 06:00:00,M0006,SN-000127,L,301.926606,313.109174,1740.598071,47.323346,64.475758,1
2025-01-06 07:00:00,M0006,SN-000128,L,296.622474,305.819703,1944.827311,5.0,79.765822,0
2025-01-06 08:00:00,M0006,SN-000129,L,297.720497,307.10784,1718.705735,36.904768,96.586203,0
2025-01-06 09:00:00,M0006,SN-000130,L,297.146848,308.493925,1826.499651,58.550723,108.300186,0
2025-01-06 10:00:00,M0006,SN-000131,L,298.22038,306.677725,1802.105838,5.0,119.273033,0
2025-01-06 11:00:00,M0006,SN-000132,L,296.246628,303.834945,1956.913423,13.13085,131.75334,0
2025-01-06 12:00:00,M0006,SN-000133,L,300.270302,308.597456,2207.857637,61.91359,142.284999,1
2025-01-06 13:00:00,M0006,SN-000134,L,298.555555,308.234056,2376.587899,46.752386,144.46417,1
2025-01-06 14:00:00,M0006,SN-000135,L,296.058387,302.709749,1908.367029,50.29929,163.867914,0
2025-01-06 15:00:00,M0006,SN-000136,L,296.968842,306.925048,2006.34141,85.0,187.316992,0
2025-01-06 16:00:00,M0006,SN-000137,L,299.627028,307.818871,1397.197422,51.713819,181.053326,0
2025-01-06 17:00:00,M0006,SN-000138,L,300.676253,311.397972,1769.24314,56.4472,202.483556,1
2025-01-06 18:00:00,M0006,SN-000139,L,,308.402071,2129.101313,85.0,209.441969,1
2025-01-06 19:00:00,M0006,SN-000140,L,304.827725,312.647876,2103.089023,34.654886,228.890803,1
2025-01-06 20:00:00,M0007,SN-000141,M,299.828819,306.299117,1874.063406,20.052931,0.0,0
2025-01-06 21:00:00,M0007,SN-000142,M,297.020924,304.78158,2110.237886,50.69491,23.819149,0
2025-01-06 22:00:00,M0007,SN-000143,M,294.735907,304.107406,1971.768348,50.974776,28.052665,1
2025-01-06 23:00:00,M0007,SN-000144,M,299.535423,308.266583,2220.10719,26.832115,25.505575,0
2025-01-07 00:00:00,M0007,SN-000145,M,297.374118,305.994051,1901.275705,14.190075,53.369824,0
2025-01-07 01:00:00,M0007,SN-000146,M,298.169285,306.930508,1675.50559,85.0,53.802785,0
2025-01-07 02:00:00,M0007,SN-000147,M,297.775806,307.080889,1917.54444,48.171087,67.384029,0
2025-01-07 03:00:00,M0007,SN-000148,M,298.718418,306.205614,1200.0,21.692865,86.510552,0
2025-01-07 04:00:00,M0007,SN-000149,M,301.13196,311.192235,1934.010008,62.898258,92.066021,1
2025-01-07 05:00:00,M0007,SN-000150,M,299.314097,309.308096,1200.0,37.271371,115.142847,0
2025-01-07 06:00:00,M0007,SN-000151,M,298.68273,308.260287,1200.0,33.677964,113.80392,0
2025-01-07 07:00:00,M0007,SN-000152,M,296.928692,306.763493,1958.11901,54.056822,127.048428,0
2025-01-07 08:00:00,M0007,SN-000153,M,295.650634,305.095261,1967.135268,7.702943,138.749033,0
2025-01-07 09:00:00,M0007,SN-000154,M,298.027384,310.079994,1393.149927,48.81568,151.47489,0
2025-01-07 10:00:00,M0007,SN-000155,M,298.892435,307.761794,1550.764285,85.0,176.793532,0
2025-01-07 11:00:00,M0007,SN-000156,M,302.53586,311.075235,2279.689346,51.654442,185.03037,1
2025-01-07 12:00:00,M0007,SN-000157,M,299.260549,307.130258,1630.589454,30.594697,205.679552,0
2025-01-07 13:00:00,M0007,SN-000158,M,300.965479,308.417085,2585.022109,27.322368,222.141154,0
2025-01-07 14:00:00,M0007,SN-000159,M,298.001409,305.134701,1799.328051,29.741501,207.754264,0
2025-01-07 15:00:00,M0007,SN-000160,M,296.630112,304.296916,1942.812662,33.650933,228.563353,0
2025-01-07 16:00:00,M0008,SN-000161,H,297.069766,305.963746,2365.906039,30.554837,0.0,0
2025-01-07 17:00:00,M0008,SN-000162,H,297.549548,307.050991,1845.859491,62.907786,5.779153,0
2025-01-07 18:00:00,M0008,SN-000163,H,303.256939,312.333653,1449.179607,5.0,18.95934,0
2025-01-07 19:00:00,M0008,SN-000164,H,297.357227,305.208924,1761.595392,61.550001,27.542761,0
2025-01-07 20:00:00,M0008,SN-000165,H,300.676978,311.027255,1787.536242,30.507837,39.584902,0
2025-01-07 21:00:00,M0008,SN-000166,H,297.194146,307.303265,1322.340422,49.423695,58.845725,0
2025-01-07 22:00:00,M0008,SN-000167,H,300.863146,309.623674,1710.458775,11.825302,62.266253,1
2025-01-07 23:00:00,M0008,SN-000168,H,299.769902,307.790528,1540.232767,73.215777,90.737016,0
2025-01-08 00:00:00,M0008,SN-000169,H,298.686724,308.509366,2123.525215,71.140874,88.657972,0
2025-01-08 01:00:00,M0008,SN-000170,H,298.918475,308.200435,1812.114156,63.989763,130.476552,0
2025-01-08 02:00:00,M0008,SN-000171,H,297.690425,304.518234,1701.021488,5.0,116.388924,0
2025-01-08 03:00:00,M0008,SN-000172,H,299.892144,308.790174,1762.836324,60.728027,132.576141,0
2025-01-08 04:00:00,M0008,SN-000173,H,298.090033,307.483087,1878.092706,50.121377,133.637271,0
2025-01-08 05:00:00,M0008,SN-000174,H,296.548788,304.199246,2015.88497,5.0,169.648734,0
2025-01-08 06:00:00,M0008,SN-000175,H,296.444125,305.72889,1450.10072,39.392565,176.956005,0
2025-01-08 07:00:00,M0008,SN-000176,H,299.345176,306.162942,1435.444329,49.113362,182.375327,0
2025-01-08 08:00:00,M0008,SN-000177,H,302.158183,313.162462,2186.637725,53.901882,181.22558,1
2025-01-08 09:00:00,M0008,SN-000178,H,299.319983,310.191908,1655.682095,44.431534,205.685335,0
2025-01-08 10:00:00,M0008,SN-000179,H,298.762723,307.383947,1304.105268,47.280785,207.028552,0
2025-01-08 11:00:00,M0008,SN-000180,H,299.571652,309.116834,1955.334448,76.840285,239.698842,1
2025-01-08 12:00:00,M0009,SN-000181,L,301.612003,306.997121,1962.179432,70.650848,6.473558,1
2025-01-08 13:00:00,M0009,SN-000182,L,299.438765,306.704244,1264.24966,5.0,12.763512,0
2025-01-08 14:00:00,M0009,SN-000183,L,298.178146,306.737477,1880.3186,32.064036,4.508995,0
2025-01-08 15:00:00,M0009,SN-000184,L,301.212577,308.604378,2057.454082,35.883724,28.132672,0
2025-01-08 16:00:00,M0009,SN-000185,L,299.857513,309.929108,1931.035258,5.0,53.502089,0
2025-01-08 17:00:00,M0009,SN-000186,L,302.071512,314.067457,2021.193519,42.354576,69.70307,1
2025-01-08 18:00:00,M0009,SN-000187,L,299.366469,306.601547,1308.505816,71.218944,80.873358,0
2025-01-08 19:00:00,M0009,SN-000188,L,296.551062,304.294867,1915.864054,12.835804,71.263896,0
2025-01-08 20:00:00,M0009,SN-000189,L,296.263682,305.616854,1694.083084,48.410023,98.412418,0
2025-01-08 21:00:00,M0009,SN-000190,L,302.301856,313.71853,1631.023444,17.104413,116.124122,0
2025-01-08 22:00:00,M0009,SN-000191,L,302.447331,309.61377,2104.694463,23.202199,106.733315,1
2025-01-08 23:00:00,M0009,SN-000192,L,298.640962,308.014516,2317.746079,76.934841,131.936764,1
2025-01-09 00:00:00,M0009,SN-000193,L,298.233625,309.965574,2428.029519,26.436054,146.190739,0
2025-01-09 01:00:00,M0009,SN-000194,L,301.922889,308.44525,2260.182755,51.555312,153.593883,1
2025-01-09 02:00:00,M0009,SN-000195,L,296.785909,303.864305,1761.593036,5.0,153.182705,0
2025-01-09 03:00:00,M0009,SN-000196,L,297.210546,305.575136,1923.452057,85.0,177.394415,0
2025-01-09 04:00:00,M0009,SN-000197,L,300.286654,308.505771,2068.388005,55.066311,189.381557,0
2025-01-09 05:00:00,M0009,SN-000198,L,298.21079,308.429692,1842.412282,35.437504,202.815421,0
2025-01-09 06:00:00,M0009,SN-000199,L,298.989756,308.352246,1845.767466,54.388663,211.492229,0
2025-01-09 07:00:00,M0009,SN-000200,L,298.673114,305.010671,2088.313596,5.0,224.455903,0
2025-01-09 08:00:00,M0010,SN-000201,M,299.675149,309.448265,1779.251074,69.563269,0.0,0
2025-01-09 09:00:00,M0010,SN-000202,M,301.814964,309.948655,1544.749572,31.900381,15.539637,0
2025-01-09 10:00:00,M0010,SN-000203,M,299.18117,310.092841,1654.934427,34.898262,21.564586,0
2025-01-09 11:00:00,M0010,SN-000204,M,300.287878,308.346496,2021.868632,27.70861,32.722809,0
2025-01-09 12:00:00,M0010,SN-000205,M,294.899656,302.944733,1801.047652,25.483715,48.738832,0
2025-01-09 13:00:00,M0010,SN-000206,M,298.902563,308.714261,1919.073492,57.366765,44.632673,0
2025-01-09 14:00:00,M0010,SN-000207,M,297.313539,307.457929,2034.527735,46.397671,75.816281,0
2025-01-09 15:00:00,M0010,SN-000208,M,296.562374,306.234523,1668.805488,56.293704,83.995495,0
2025-01-09 16:00:00,M0010,SN-000209,M,297.243695,303.715299,2064.686857,39.780133,96.317548,0
2025-01-09 17:00:00,M0010,SN-000210,M,298.331753,308.138805,1932.594911,52.829995,115.685874,0
2025-01-09 18:00:00,M0010,SN-000211,M,300.831805,308.280343,1367.81542,29.528781,104.377476,0
2025-01-09 19:00:00,M0010,SN-000212,M,296.347215,305.700129,2304.806677,85.0,116.209329,1
2025-01-09 20:00:00,M0010,SN-000213,M,299.061263,305.925661,1624.73934,5.0,146.190431,0
2025-01-09 21:00:00,M0010,SN-000214,M,298.031661,307.701144,1220.71663,71.523433,155.943065,1
2025-01-09 22:00:00,M0010,SN-000215,M,298.344654,306.134755,1434.234702,74.197686,169.361416,0
2025-01-09 23:00:00,M0010,SN-000216,M,301.005516,,1442.634194,18.69603,176.302983,0
2025-01-10 00:00:00,M0010,SN-000217,M,300.076231,310.146961,1818.260662,85.0,197.314829,1
2025-01-10 01:00:00,M0010,SN-000218,M,301.674796,311.037263,1704.152323,64.887257,211.461111,1
2025-01-10 02:00:00,M0010,SN-000219,M,298.690989,306.770023,1682.108811,64.278475,219.871858,0
2025-01-10 03:00:00,M0010,SN-000220,M,297.608115,308.784883,2016.895688,40.700555,225.913372,0
2025-01-10 04:00:00,M0011,SN-000221,H,298.552282,306.891304,1918.956376,34.569346,0.0,0
2025-01-10 05:00:00,M0011,SN-000222,H,299.484994,308.533155,1910.616755,34.764779,18.15389,0
2025-01-10 06:00:00,M0011,SN-000223,H,299.353147,308.756517,1943.43996,49.763265,33.773829,0
2025-01-10 07:00:00,M0011,SN-000224,H,296.831224,304.901725,2015.647134,75.029657,41.156467,0
2025-01-10 08:00:00,M0011,SN-000225,H,299.18098,308.887684,1200.0,44.532855,40.962861,0
2025-01-10 09:00:00,M0011,SN-000226,H,299.456457,307.656278,1672.446612,17.213909,65.390355,0
2025-01-10 10:00:00,M0011,SN-000227,H,304.034948,312.417491,1200.0,60.610677,78.884238,1
2025-01-10 11:00:00,M0011,SN-000228,H,302.753689,313.797653,1812.620974,63.028769,96.47053,1
2025-01-10 12:00:00,M0011,SN-000229,H,297.293513,304.732634,1798.37846,56.366488,88.991121,1
2025-01-10 13:00:00,M0011,SN-000230,H,298.425233,303.806063,2165.936296,58.637473,106.188363,0
2025-01-10 14:00:00,M0011,SN-000231,H,296.073116,307.489521,2215.672037,33.226797,125.978176,0
2025-01-10 15:00:00,M0011,SN-000232,H,297.818586,310.642578,1870.971267,16.775271,132.459281,0
2025-01-10 16:00:00,M0011,SN-000233,H,299.63121,308.023306,1624.873623,18.295164,135.061379,0
2025-01-10 17:00:00,M0011,SN-000234,H,301.411707,307.50645,1969.806389,5.0,159.31693,0
2025-01-10 18:00:00,M0011,SN-000235,H,297.541832,306.076106,1615.228827,45.923715,172.629293,0
2025-01-10 19:00:00,M0011,SN-000236,H,297.691707,306.262373,1799.512572,37.91378,180.703703,0
2025-01-10 20:00:00,M0011,SN-000237,H,294.705422,303.420536,2145.147711,29.000307,193.756679,0
2025-01-10 21:00:00,M0011,SN-000238,H,298.674668,306.004586,1604.780029,5.0,201.930353,0
2025-01-10 22:00:00,M0011,SN-000239,H,296.875171,306.744513,2081.987524,8.817063,227.826231,0
2025-01-10 23:00:00,M0011,SN-000240,H,297.941121,307.727882,2037.090479,68.021016,220.794463,0
2025-01-11 00:00:00,M0012,SN-000241,L,297.246278,304.00467,1465.822864,23.38435,0.0,0
2025-01-11 01:00:00,M0012,SN-000242,L,298.811475,308.86027,2140.862945,49.014792,12.087884,0
2025-01-11 02:00:00,M0012,SN-000243,L,,307.563571,2044.498221,5.232864,31.031632,0
2025-01-11 03:00:00,M0012,SN-000244,L,296.06591,305.32385,1835.674061,75.967637,24.021015,0
2025-01-11 04:00:00,M0012,SN-000245,L,303.258494,311.752506,1533.18679,36.399308,37.517626,0
2025-01-11 05:00:00,M0012,SN-000246,L,296.425155,305.21215,1499.277893,47.25101,43.698172,0
2025-01-11 06:00:00,M0012,SN-000247,L,296.806429,306.729314,1611.818098,85.0,72.261562,0
2025-01-11 07:00:00,M0012,SN-000248,L,302.673827,309.07782,1989.908062,77.911003,75.053553,1
2025-01-11 08:00:00,M0012,SN-000249,L,,314.05672,1465.531191,32.335859,92.923599,0
2025-01-11 09:00:00,M0012,SN-000250,L,,305.071171,1953.129287,25.169495,113.291026,0
2025-01-11 10:00:00,M0012,SN-000251,L,298.263502,310.03524,1365.385565,31.861375,114.867658,0
2025-01-11 11:00:00,M0012,SN-000252,L,299.683111,308.421852,1728.575995,52.747456,133.850256,0
2025-01-11 12:00:00,M0012,SN-000253,L,302.457395,313.959227,1838.376714,37.369397,141.605297,1
2025-01-11 13:00:00,M0012,SN-000254,L,297.026286,304.370675,2655.795551,30.118896,161.376915,0
2025-01-11 14:00:00,M0012,SN-000255,L,298.509444,308.390333,1317.939521,76.679531,171.801025,1
2025-01-11 15:00:00,M0012,SN-000256,L,300.554675,310.033776,2315.205098,37.144753,174.46453,0
2025-01-11 16:00:00,M0012,SN-000257,L,299.869532,307.565961,1852.444845,85.0,,1
2025-01-11 17:00:00,M0012,SN-000258,L,298.247688,307.513782,1943.910171,42.268564,212.349947,0
2025-01-11 18:00:00,M0012,SN-000259,L,298.732354,309.551132,1841.42177,84.63296,219.147015,1
2025-01-11 19:00:00,M0012,SN-000260,L,296.250208,304.764521,1955.654386,48.932986,216.824304,0
2025-01-11 20:00:00,M0013,SN-000261,M,298.523653,304.985709,1746.210213,64.074014,5.244944,0
2025-01-11 21:00:00,M0013,SN-000262,M,298.467225,307.440881,2308.917564,21.884724,3.323115,0
2025-01-11 22:00:00,M0013,SN-000263,M,,307.110705,1640.2351,18.656019,35.300105,0
2025-01-11 23:00:00,M0013,SN-000264,M,297.889346,306.375834,2196.2821,51.492649,44.192791,0
